Servicio,Region,Comuna,Tipo_1,Dependencia,Tipo,Nombre,Direccion,Telefono,Fax
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Quinta,Aldea La Quinta,,
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San José (Longaví),Sector San José,,
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Cristales,Aldea Los Cristales,,
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Loma de Vásquez,Caserío Loma de Vasquez,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Piguchén (Retiro),Caserío Piguchén,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Villaseca,Caserío Villaseca,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Talhuenes,Caserío Talhuenes,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Camelias,Sector Camelias,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Marcos (Retiro),Caserío San Marcos,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Copihue,Pueblo de Copihue,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Canelos (Parral),Caserío Los Canelos,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Bullileo,Caserío Bullileo,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Digua,Caserío Digua,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Catillo,Caserío Cruce Catillo,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Perquilauquén,Caserío Perquilauquén,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tapihue,Sector Tapihue,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cayurranquil,Sector Cayurranquil,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santo Toribio,Sector Santo Toribio,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quella,Aldea Quella,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tres Esquinas (Cauquenes),Caserío Tres Esquinas,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cancha de Los Huevos,Sector Cancha de los Huevos,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Coronel,Caserío Coronel,,
Del Maule,7,COLBÚN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lomas de Putagán,Aldea Lomas de Putagán,,
Del Maule,7,PELLUHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pelluhue,Pueblo de Pelluhue,,
Del Maule,7,PELLUHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chovellén,Aldea Chovellén,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pahuil,Aldea Pahuil,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Loanco,Sector Loanco,,
Del Maule,7,CONSTITUCIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Olga,Pueblo Santa Olga,,
Del Maule,7,SAGRADA FAMILIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Quillayes,Aldea Los Quillayes,,
Del Maule,7,LINARES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Vara Gruesa,Pueblo Vara Gruesa,,
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Carmen( Longaví),Sector El Carmen,,
Del Maule,7,RÍO CLARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Bolsico,Aldea El Bolsico,,
Del Maule,7,SAN JAVIER,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Aromo,Sector El Aromo,,
Del Maule,7,VILLA ALEGRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Esperanza,Aldea Esperanza,,
Del Maule,7,SAN CLEMENTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Elena (San Clemente),Caserío Santa Elena,,
Del Maule,7,CUREPTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Lomas (Curepto),Sector Las Lomas,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Carros,Sector Los Carros,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Monte Flor,Sector Monte Flor,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Fuerte Viejo,Sector Fuerte Viejo,,
Del Maule,7,MOLINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tres Esquinas (Molina),Caserío Tres Esquinas,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Delfina,Caserío Santa Delfina,,
Del Maule,7,RETIRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Ramón (Retiro),Caserío San Ramón,,
Del Maule,7,LICANTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Pesca,Sector La Pesca,,
Del Maule,7,HUALAÑÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Barba Rubia,Caserío Barba Rubia,,
Del Maule,7,HUALAÑÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Espinalillo,Sector Espinalillo,,
Del Maule,7,LINARES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Víctor Álamos,Aldea San Victor Álamos,,
Del Maule,7,LONGAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lomas de la Tercera,Sector Lomas de la Tercera,,
Del Maule,7,SAGRADA FAMILIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Rosa (Sagrada Familia),Aldea Santa Rosa,,
Del Maule,7,PELARCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huencuecho,Sector Huencuecho,,
Del Maule,7,LINARES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Llancanao,Aldea Llancanao,,
Del Maule,7,CUREPTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Estancilla,Sector Estancilla,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Cardonal,Sector El Cardonal,,
Del Maule,7,RÍO CLARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Robles (Río Claro),Caserío Los Robles,,
Del Maule,7,PELARCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Manzano (Pelarco ),Sector El Manzano,,
Del Maule,7,MAULE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Linares de Perales,Caserío Linares de Perales,,
Del Maule,7,PENCAHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Batuco,Caserío Batuco,,
Del Maule,7,CURICO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Porvenir,Aldea El Porvenir,,
Del Maule,7,SAN CLEMENTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Aurora,Aldea Aurora,,
Del Maule,7,SAN CLEMENTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chequén,Aldea Chequén,,
Del Maule,7,YERBAS BUENAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puipuyén,Sector Puipuyén,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Vega (Chanco),Aldea La Vega,,
Del Maule,7,VICHUQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Boyeruca,Caserío Boyecura,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Bajos de Huenutil,Caserío Bajos de Huenutil,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Talquita,Caserío Talquita,,
Del Maule,7,PENCAHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Palmas de Toconey,Caserío Las Palmas de Toconey,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quilhuine,Caserío Quilhuine,,
Del Maule,7,TENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Raúl Folleraux,Sector Raúl Folleraux,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Sofía,Aldea Santa Sofía,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pocillas,Caserío Pocillas,,
Del Maule,7,CURICO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Obra (Curicó),Sector La Obra,,
Del Maule,7,CHANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lagunillas (Chanco),Caserío Lagunillas,,
Del Maule,7,COLBÚN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Floresta,Caserío La Floresta,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Orilla (Parral),Aldea La Orilla,,
Del Maule,7,TALCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mercedes,Sector Mercedes,,
Del Maule,7,LINARES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Toscas,Caserío Las Toscas,,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Sauzal,Aldea Sauzal,,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Villa Baviera,Camino a Catillo,,
Del Maule,7,TALCA,OTRO,Servicio,Programa de Reparación y Atención Integral de Salu,PRAIS Dirección Servicio de Salud,1º Oriente N° 936,,
Del Maule,7,CURICO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Prosperidad,"Monte Patria N° 0455, Pob Prosperidad",075-566450,
Del Maule,7,TALCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familia Brilla el Sol,"Pasaje 12 ½ Sur N° 1250 (esquina 5 ½ Oriente, Pob Brilla el Sol)",075-412281,
Del Maule,7,LINARES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Luis Navarrete,"Calle Carlos Ibañez del Campo N° S/N (esquina Las Camelias, Sector Huapi)",073-567240,
Del Maule,7,PARRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Los Olivos,"Calle Delicias Sur N° S/N (esquina 1 Oriente, Pob Los Olivos)",073-527650,
Del Maule,7,SAN CLEMENTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Chile Nuevo,"Calle Los Almendros N° S/N (esquina Calle Nueva 2, Villa Los Robles)",,
Del Maule,7,CAUQUENES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Población Fernández,"Camino a Parral N° S/N, Escuela Los Conquistadores, Pob Los Fernandez",073-567230,
Del Maule,7,PENCAHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro comunitario de Salud Familiar Lo Figueroa,Sector Lo Figueroa,071-197062,
Del Maule,7,TALCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Faustino González,Calle 14 Oriente N° 2096,94516482,
Del Maule,7,CURICO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento,"Villa Doña Carmen los Pensamientos N° 579, Sarmiento",,
Del Maule,7,SAN CLEMENTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Aurora,"Calle Jorge Alessandri N° S/N (esquina José Miguel Carrera, Aurora)",,
Del Maule,7,CURICO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Los Aromos,Avda Balmaceda Nº 0179,,
Del Maule,7,CURICO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Colon,Balmaceda N° S/N,800500703,
Del Maule,7,CURICO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Consultorio Curicó,Avda Freire N° 0189,800500704,
Del Maule,7,TALCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-José Dionisio Astaburuaga,12 Norte N° S/N,,
Del Maule,7,TALCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-La Florida,Avda Los Nogales N° S/N,800500714,
Del Maule,7,TALCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Julio Contardo Urzúa,11 Oriente N° S/N (esquina13 Sur),071-411100,
Del Maule,7,LINARES,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-San Juan de Dios de Linares,"Colo-Colo N° S/N, (esquina Carmen)",,
Del Maule,7,PARRAL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Arrau Méndez,Cayetano Landaeta N° S/N,,
Del Maule,7,SAN CLEMENTE,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-San Clemente,Los Espinos N° S/N,,
Del Maule,7,LONGAVÍ,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Amanda Benavente,1 Norte N° 160,,
Del Maule,7,LINARES,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Oscar Bonilla,Los Sauces N° S/N,,
Del Maule,7,CAUQUENES,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Armando Williams,Avda Padre Hurtado N° S/N,073-512433,
Del Maule,7,TALCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Carlos Trupp,8 Sur N° S/N (30 0riente),,
Del Maule,7,CONSTITUCIÓN,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Consultorio Cerro Alto,Diagonal N° S/N,800500702,
Del Maule,7,TALCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Las Américas,19 Norte N° 3000 (con 6 1/2 Oriente),071-213742,
Ñuble,8,CHILLAN,OTRO,Servicio,Clínica Dental Móvil,Clínica Dental Móvil (Chillán),Bulnes N° 502,,
Ñuble,8,CHILLAN,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Clínico Herminda Martín (Chillán),"Francisco Ramírez Nº 10, Chillán",042-212345,042-221599
Ñuble,8,SAN CARLOS,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital de San Carlos,Gazmuri Nº 448,042-411152,042-411836
Ñuble,8,BULNES,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Bulnes,"Balmaceda N° S/N, Bulnes",042-631027,042-631113
Ñuble,8,YUNGAY,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital Dr Pedro Morales (Yungay),Angamos Nº 658 Yungay,042-680084,042-680084
Ñuble,8,QUIRIHUE,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Quirihue,"Prat N° S/N, Ciudad de Quirihue",042-531220,042-531481
Ñuble,8,EL CARMEN,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de El Carmen,"Isabel Riquelme Nº 448, El Carmen",042-661020,042-661061
Ñuble,8,COELEMU,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Coelemu,Matta Nº 370 Coelemu,042-511088,042-511088
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Familiar,Consultorio Violeta Parra,Francisco Ramírez Nº 150 Chillán,,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio San Ramón Nonato,"Colo Colo N° S/N, Chillán",800500823,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Ultraestación,"Ruiz de Gamboa N° S/N, Chillán",800500824,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Isabel Riquelme,Avda O'Higgins Nº 1661 Chillán,800500822,
Ñuble,8,PORTEZUELO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Portezuelo,San Martín Nº 150 Portezuelo,042-571096,
Ñuble,8,QUILLÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Quillón,Francisco Unzueta Nº 159 Ciudad de Quillón,042-581027,
Ñuble,8,COBQUECURA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Cobquecura,Chacabuco Nº 473 Cobquecura,042-371651,
Ñuble,8,SAN IGNACIO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar San Ignacio,"MJOrtiz N° S/N, San Ignacio",042-375437,
Ñuble,8,SAN FABIÁN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio San Fabián,"21 de Mayo N° S/N, San Fabián",042-375131,
Ñuble,8,PEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Pemuco,Padre Jorge Herrera Nº 1086 Pemuco,042-373465,
Ñuble,8,SAN CARLOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr José Duran Trujillo,Las Acacias N° 470,800500826,
Ñuble,8,SAN NICOLÁS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio San Nicolás,"Arturo Prat N° S/N, San Nicolás",042-561414,
Ñuble,8,ÑIQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio San Gregorio,"Semíramis Caro N° S/N, San Gregorio",042-373293,
Ñuble,8,NINHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr David Benavente de Ninhue,Arturo Prat N° 405,042-372913,
Ñuble,8,YUNGAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Campanario,"Avda Argentina N° S/N, Pueblo de Campanario",,
Ñuble,8,RÁNQUIL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Ñipas,"Pedro Aguirre Cerda Nº 392, Pueblo de Ñipas",800500453,
Ñuble,8,PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Pinto,"Ernesto Riquelme N° S/N, Pueblo de Pinto",,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Coihueco,"Avda Prat Nº 683, Coihueco",042-372427,
Ñuble,8,SAN IGNACIO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Quiriquina,"Central Quiriquina N° S/N, Quiriquina",042-375403,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Quinchamalí,"Calle Principal N° S/N, Quinchamalí",042-351071,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Los Volcanes,"Los Cóndores N° 155, Villa Chiloé Chillán",,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Luis Montecinos,18 de Septiembre N° 631,042-471006,
Ñuble,8,BULNES,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Santa Clara,"Calle Las Rosas N° S/N, Santa Clara",042-641012,
Ñuble,8,TREGUACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Treguaco,Luis Lama Nº 286 Treguaco,042-511605,
Ñuble,8,CHILLAN VIEJO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Federico Puga,Erasmo Escala Nº 872 Chillán Viejo,,
Ñuble,8,SAN CARLOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Teresa Baldechi,Ignacio Serrano N° S/N (esquina Sinfuriano Ossa),,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Talquipén,Aldea de Talquipén,,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Bustamante,Aldea de Bustamante,,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Capilla Cato,Sector Capilla Cato,,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Minas del Prado,Aldea Minas del Prado,,
Ñuble,8,COIHUECO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tanilvoro,Aldea de Tanilvoro,,
Ñuble,8,PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Recinto,Pueblo Recinto - Los Lleuques,,
Ñuble,8,CHILLAN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huape,Sector Huape,,
Ñuble,8,CHILLAN VIEJO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rucapequén,Aldea de Rucapequén,,
Ñuble,8,CHILLAN VIEJO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Nebuco,Caserío de Nebuco,,
Ñuble,8,SAN CARLOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cachapoal,Pueblo de Cachapoal,,
Ñuble,8,SAN CARLOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rivera de Ñuble,Aldea de Rivera Ñuble,,
Ñuble,8,ÑIQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chacay (Ñiquen),Aldea Chacay,,
Ñuble,8,ÑIQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ñiquén,Aldea Ñiquén,,
Ñuble,8,SAN CARLOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Torrecillas,Sector Torrecillas,,
